web-scraper-order,pagination,price,address,rooms_type_kvm
1681721414-2559,,7.195 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 48 m²
1681721414-2560,,8.995 kr.,"Aarhus N, Tulipanlunden",3 vær. · Rækkehus · 68 m²
1681721414-2561,,8.995 kr.,"Aarhus N, Tulipanhaven",3 vær. · Rækkehus · 72 m²
1681721414-2562,,3.200 kr.,"Aarhus N, Farsundsvej",1 vær. · Værelse · 9 m²
1681721414-2563,,4.500 kr.,"Aarhus C, Falstersgade",2 vær. · Lejlighed · 54 m²
1681721414-2564,,3.200 kr.,"Aarhus N, Randersvej",1 vær. · Værelse · 18 m²
1681721414-2565,,12.950 kr.,"Aarhus N, Gøteborg Allé",4 vær. · Lejlighed · 123 m²
1681721414-2566,,10.610 kr.,"Risskov, Vindrosen",3 vær. · Lejlighed · 94 m²
1681721414-2567,,12.400 kr.,"Aarhus C, Skanderborgvej",4 vær. · Lejlighed · 114 m²
1681721414-2568,,11.905 kr.,"Aarhus C, Telefonsmøgen",3 vær. · Lejlighed · 94 m²
1681721414-2569,,3.000 kr.,"Viby J, Gormsgade",1 vær. · Værelse · 30 m²
1681721414-2570,,7.700 kr.,"Højbjerg, Rosenvangs Allé",3 vær. · Lejlighed · 77 m²
1681721414-2571,,7.500 kr.,"Aarhus C, Heibergsgade",3 vær. · Lejlighed · 66 m²
1681721414-2572,,9.800 kr.,"Aarhus C, Skt. Nicolaus Gade",2 vær. · Lejlighed · 65 m²
1681721414-2573,,7.800 kr.,"Aarhus N, Bøgegade",2 vær. · Lejlighed · 52 m²
1681721414-2574,,3.500 kr.,"Aarhus C, Skovvejen",1 vær. · Værelse · 10 m²
1681721414-2575,,8.800 kr.,"Aarhus C, Finderupvej",2 vær. · Lejlighed · 66 m²
1681721414-2576,,15.495 kr.,"Aarhus C, Vester Allé",3 vær. · Lejlighed · 125 m²
1681721414-2577,,15.000 kr.,"Aarhus C, Bülowsgade",6 vær. · Lejlighed · 124 m²
1681721414-2578,,9.800 kr.,"Aarhus C, Vesterport",2 vær. · Lejlighed · 82 m²
1681721414-2579,,15.650 kr.,"Aarhus C, Thit Jensens Gade",5 vær. · Lejlighed · 140 m²
1681721414-2580,,8.325 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 54 m²
1681721414-2581,,9.795 kr.,"Tilst, Honningvænget",3 vær. · Rækkehus · 82 m²
1681721414-2582,,12.500 kr.,"Viby J, Engtoften",4 vær. · Lejlighed · 128 m²
1681721414-2583,,10.995 kr.,"Aarhus C, Finderupvej",3 vær. · Lejlighed · 87 m²
1681721414-2584,,10.500 kr.,"Aarhus C, Finderupvej",2 vær. · Lejlighed · 82 m²
1681721414-2585,,8.160 kr.,"Aarhus N, Trøjborgvej",2 vær. · Lejlighed · 49 m²
1681721414-2586,,11.800 kr.,"Tilst, Honningvænget",4 vær. · Lejlighed · 120 m²
1681721414-2587,,9.000 kr.,"Tilst, Honningvænget",2 vær. · Lejlighed · 63 m²
1681721414-2588,,6.800 kr.,"Aarhus N, Brendstrupvej",2 vær. · Lejlighed · 72 m²
1681721414-2589,,12.000 kr.,"Tilst, Pollenvænget",5 vær. · Lejlighed · 131 m²
1681721414-2590,,13.275 kr.,"Aarhus N, Gøteborg Allé",4 vær. · Lejlighed · 100 m²
1681721414-2591,,9.900 kr.,"Aarhus C, Carl Bertelsens Gade",3 vær. · Lejlighed · 90 m²
1681721414-2592,,9.900 kr.,"Aarhus N, Finsensgade",3 vær. · Lejlighed · 81 m²
1681721414-2593,,8.195 kr.,"Risskov, Bindesbølls Allé",2 vær. · Lejlighed · 67 m²
1681721414-2594,,17.900 kr.,"Aarhus C, Søndergade",4 vær. · Lejlighed · 151 m²
1681721414-2595,,9.400 kr.,"Aarhus C, Kirkegårdsvej",2 vær. · Lejlighed · 65 m²
1681721414-2596,,10.345 kr.,"Aarhus N, Povl Kjøllers Allé",4 vær. · Rækkehus · 90 m²
1681721414-2597,,8.100 kr.,"Aarhus C, Skanderborgvej",2 vær. · Lejlighed · 66 m²
1681721414-2598,,6.600 kr.,"Aarhus C, Kirkegårdsvej",1 vær. · Lejlighed · 44 m²
1681721414-2599,,7.900 kr.,"Viby J, Skanderborgvej",3 vær. · Lejlighed · 85 m²
1681721414-2600,,10.500 kr.,"Risskov, Doris Kæraas Gade",3 vær. · Lejlighed · 91 m²
1681721414-2601,,12.350 kr.,"Aarhus N, Gøteborg Allé",4 vær. · Lejlighed · 91 m²
1681721414-2602,,14.795 kr.,"Aarhus C, Sønder Allé",4 vær. · Lejlighed · 130 m²
1681721414-2603,,7.250 kr.,"Aarhus N, Tulipanhaven",2 vær. · Lejlighed · 54 m²
1681721414-2604,,8.450 kr.,"Aarhus N, Møllevangs Allé",3 vær. · Lejlighed · 59 m²
1681721414-2605,,8.600 kr.,"Aarhus C, Søndre Ringgade",2 vær. · Lejlighed · 70 m²
1681721414-2606,,11.615 kr.,"Aarhus C, H.N. Clausens Gade",3 vær. · Lejlighed · 85 m²
1681721414-2607,,6.900 kr.,"Skødstrup, Grenåvej",2 vær. · Lejlighed · 65 m²
1681721414-2608,,5.400 kr.,"Aarhus C, H.N. Clausens Gade","1,5 vær. · Lejlighed · 46 m²"
1681721414-2609,,7.330 kr.,"Hinnerup, Pakhusvej",3 vær. · Lejlighed · 88 m²
1681721414-2610,,11.495 kr.,"Aarhus C, Saltholmsgade",3 vær. · Lejlighed · 80 m²
1681721414-2611,,13.300 kr.,"Trige, Byhøjparken",5 vær. · Rækkehus · 128 m²
1681721414-2612,,13.300 kr.,"Trige, Byhøjparken",4 vær. · Rækkehus · 127 m²
1681721414-2613,,9.550 kr.,"Aarhus N, Olof Palmes Allé",3 vær. · Lejlighed · 69 m²
1681721414-2614,,8.295 kr.,"Tilst, Blomsterlunden",3 vær. · Lejlighed · 56 m²
1681721414-2615,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 51 m²
1681721414-2616,,9.400 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 78 m²
1681721414-2617,,11.200 kr.,"Aarhus C, Mejlgade",2 vær. · Lejlighed · 84 m²
1681721414-2618,,4.100 kr.,"Aarhus C, Herningvej",1 vær. · Værelse · 17 m²
1681721414-2619,,6.495 kr.,"Tilst, Honningvænget",2 vær. · Lejlighed · 53 m²
1681721414-2620,,6.295 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 47 m²
1681721414-2621,,12.900 kr.,"Aarhus C, Chr. Wærums Gade",4 vær. · Lejlighed · 114 m²
1681721414-2622,,9.500 kr.,"Aarhus N, Niels Juels Gade",4 vær. · Lejlighed · 125 m²
1681721414-2623,,8.100 kr.,"Aarhus N, Randersvej",2 vær. · Lejlighed · 57 m²
1681721414-2624,,7.500 kr.,"Risskov, Bytoften",2 vær. · Lejlighed · 54 m²
1681721414-2625,,3.700 kr.,"Højbjerg, Holmetoften",1 vær. · Værelse · 15 m²
1681721414-2626,,13.000 kr.,"Aarhus C, Grønnegade",3 vær. · Lejlighed · 140 m²
1681721414-2627,,9.550 kr.,"Aarhus C, Sonnesgade",2 vær. · Lejlighed · 59 m²
1681721414-2628,,9.500 kr.,"Aarhus C, Sonnesgade",2 vær. · Lejlighed · 59 m²
1681721414-2629,,8.736 kr.,"Aarhus C, Otto Brandenburgs Gade",2 vær. · Lejlighed · 63 m²
1681721414-2630,,4.399 kr.,"Brabrand, Karen Blixens Boulevard",2 vær. · Lejlighed · 50 m²
1681721414-2631,,4.330 kr.,"Aarhus C, Vestre Ringgade",1 vær. · Værelse · 15 m²
1681721414-2632,,9.900 kr.,"Brabrand, Lily Brobergs Gade",4 vær. · Rækkehus · 102 m²
1681721414-2633,,11.752 kr.,"Åbyhøj, Sifsgade",4 vær. · Lejlighed · 88 m²
1681721414-2634,,18.600 kr.,"Aarhus C, Dagmar Petersens Gade",3 vær. · Lejlighed · 111 m²
1681721414-2635,,5.350 kr.,"Aarhus N, Gøteborg Allé",1 vær. · Lejlighed · 36 m²
1681721414-2636,,5.350 kr.,"Aarhus N, Gøteborg Allé",1 vær. · Lejlighed · 34 m²
1681721414-2637,,9.200 kr.,"Åbyhøj, Åbyvej",2 vær. · Lejlighed · 62 m²
1681721414-2638,,7.650 kr.,"Åbyhøj, Lokesvej",2 vær. · Lejlighed · 51 m²
1681721414-2639,,11.750 kr.,"Åbyhøj, Åbyvej",3 vær. · Lejlighed · 85 m²
1681721414-2640,,8.795 kr.,"Malling, Mallingparken",4 vær. · Lejlighed · 90 m²
1681721414-2641,,12.400 kr.,"Åbyhøj, Åbyvej",4 vær. · Lejlighed · 107 m²
1681721414-2642,,8.700 kr.,"Åbyhøj, Lokesvej",2 vær. · Lejlighed · 61 m²
1681721414-2643,,6.700 kr.,"Lystrup, Lystrupvej",2 vær. · Lejlighed · 55 m²
1681721414-2644,,9.800 kr.,"Risskov, Kværnloftet",3 vær. · Lejlighed · 82 m²
1681721414-2645,,10.500 kr.,"Risskov, Kværnloftet",3 vær. · Lejlighed · 101 m²
1681721414-2646,,7.600 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 76 m²
1681721414-2647,,16.900 kr.,"Aarhus C, Søndergade",4 vær. · Lejlighed · 131 m²
1681721414-2648,,3.800 kr.,"Aarhus V, Fjældevænget",1 vær. · Værelse · 13 m²
1681721414-2649,,8.300 kr.,"Tilst, Blomsterlunden",3 vær. · Lejlighed · 73 m²
1681721414-2650,,4.000 kr.,"Aarhus C, Vesterbro Torv",1 vær. · Værelse · 14 m²
1681721414-2651,,9.200 kr.,"Aarhus C, Nordborggade",3 vær. · Lejlighed · 77 m²
1681721414-2652,,5.000 kr.,"Åbyhøj, Arnegårdsvej",1 vær. · Lejlighed · 40 m²
1681721414-2653,,7.995 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 62 m²
1681721414-2654,,7.000 kr.,"Aarhus C, Silkeborgvej",2 vær. · Lejlighed · 39 m²
1681721414-2655,,4.000 kr.,"Aarhus V, Trillegårdsvej",1 vær. · Værelse · 34 m²
1681721414-2656,,6.000 kr.,"Åbyhøj, Chr. Winthers Vej",2 vær. · Lejlighed · 52 m²
1681721414-2657,,5.000 kr.,"Aarhus C, Thorvaldsensgade",1 vær. · Værelse · 13 m²
1681721414-2658,,3.500 kr.,"Risskov, Fortebakken",1 vær. · Værelse · 15 m²
1681721414-2659,,9.500 kr.,"Brabrand, Hoffmannsvej",3 vær. · Lejlighed · 85 m²
1681721414-2660,,20.886 kr.,"Risskov, Vestre Skovvej",5 vær. · Rækkehus · 202 m²
1681721414-2661,,17.000 kr.,"Aarhus N, Gøteborg Allé",5 vær. · Lejlighed · 119 m²
1681721414-2662,,8.695 kr.,"Aarhus C, Skovvejen",2 vær. · Lejlighed · 70 m²
1681721414-2663,,8.550 kr.,"Aarhus C, Nordborggade",3 vær. · Lejlighed · 82 m²
1681721414-2664,,8.300 kr.,"Aarhus N, Møllevangs Allé",3 vær. · Lejlighed · 60 m²
1681721414-2665,,5.100 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 31 m²
1681721414-2666,,9.017 kr.,"Aarhus C, Tage-Hansens Gade",2 vær. · Lejlighed · 65 m²
1681721414-2667,,5.100 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 28 m²
1681721414-2668,,6.195 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 48 m²
1681721414-2669,,6.300 kr.,"Åbyhøj, Trygsvej",1 vær. · Lejlighed · 43 m²
1681721414-2670,,3.970 kr.,"Åbyhøj, Arnegårdsvej",1 vær. · Lejlighed · 25 m²
1681721414-2671,,9.795 kr.,"Aarhus C, Mariane Thomsens Gade",2 vær. · Lejlighed · 78 m²
1681721414-2672,,14.500 kr.,"Hinnerup, Holmebakken",4 vær. · Hus · 144 m²
1681721414-2673,,9.895 kr.,"Malling, Krekærvangen",4 vær. · Rækkehus · 103 m²
1681721414-2674,,9.400 kr.,"Aarhus C, Vestervang",3 vær. · Lejlighed · 74 m²
1681721414-2675,,14.000 kr.,"Aarhus N, Ringen",6 vær. · Lejlighed · 173 m²
1681721414-2676,,3.800 kr.,"Aarhus N, Jens Baggesens Vej",1 vær. · Værelse · 20 m²
1681721414-2677,,10.233 kr.,"Trige, Trige Parkvej",4 vær. · Lejlighed · 124 m²
1681721414-2678,,10.458 kr.,"Risskov, Engholms Allé",3 vær. · Lejlighed · 89 m²
1681721414-2679,,8.550 kr.,"Åbyhøj, Lokesvej",2 vær. · Lejlighed · 56 m²
1681721414-2680,,10.750 kr.,"Viby J, Skanderborgvej",4 vær. · Lejlighed · 106 m²
1681721414-2681,,13.270 kr.,"Aarhus C, Hans Broges Gade",4 vær. · Lejlighed · 104 m²
1681721414-2682,,12.700 kr.,"Risskov, Vikærsvej",4 vær. · Lejlighed · 115 m²
1681721414-2683,,6.500 kr.,"Viby J, Damagervej",2 vær. · Lejlighed · 55 m²
1681721414-2684,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 54 m²
1681721414-2685,,6.695 kr.,"Aarhus V, Vintervej",2 vær. · Lejlighed · 52 m²
1681721414-2686,,7.995 kr.,"Aarhus V, Vintervej",3 vær. · Lejlighed · 70 m²
1681721414-2687,,8.950 kr.,"Viby J, Højgårdsvej",3 vær. · Lejlighed · 96 m²
1681721414-2688,,7.150 kr.,"Aarhus C, Klosterport",2 vær. · Lejlighed · 66 m²
1681721414-2689,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 51 m²
1681721414-2690,,10.100 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 75 m²
1681721414-2691,,8.100 kr.,"Aarhus N, Brendstrupvej",2 vær. · Lejlighed · 60 m²
1681721414-2692,,11.900 kr.,"Aarhus C, Marselis Boulevard",4 vær. · Lejlighed · 111 m²
1681721414-2693,,7.995 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 66 m²
1681721414-2694,,12.500 kr.,"Lystrup, Engelstoft",4 vær. · Rækkehus · 147 m²
1681721414-2695,,14.096 kr.,"Risskov, Borresøvej",5 vær. · Rækkehus · 126 m²
1681721414-2696,,5.495 kr.,"Lystrup, Kastanjehaven",2 vær. · Lejlighed · 48 m²
1681721657-2697,,5.995 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 46 m²
1681721657-2698,,8.300 kr.,"Risskov, Nordre Strandvej",3 vær. · Lejlighed · 99 m²
1681721657-2699,,6.354 kr.,"Viby J, Grøfthøjparken",2 vær. · Lejlighed · 67 m²
1681721657-2700,,7.000 kr.,"Risskov, Skejbygårdsvej",2 vær. · Lejlighed · 61 m²
1681721657-2701,,8.495 kr.,"Aarhus C, Jægergårdsgade",2 vær. · Lejlighed · 70 m²
1681721657-2702,,7.795 kr.,"Viby J, Skanderborgvej",2 vær. · Lejlighed · 68 m²
1681721657-2703,,8.795 kr.,"Hjortshøj, Mejlbyparken",4 vær. · Rækkehus · 125 m²
1681721657-2704,,5.700 kr.,"Aarhus N, Skovvangsvej",1 vær. · Lejlighed · 38 m²
1681721657-2705,,7.900 kr.,"Risskov, Børglumvej",3 vær. · Lejlighed · 65 m²
1681721657-2706,,9.600 kr.,"Brabrand, Silkeborgvej",5 vær. · Hus · 96 m²
1681721657-2707,,13.765 kr.,"Brabrand, Høiriisgårdsvej",5 vær. · Rækkehus · 150 m²
1681721657-2708,,9.600 kr.,"Aarhus C, Guldsmedgade",2 vær. · Lejlighed · 64 m²
1681721657-2709,,5.550 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 32 m²
1681721657-2710,,5.550 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 35 m²
1681721657-2711,,5.450 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 35 m²
1681721657-2712,,8.926 kr.,"Viby J, Vestergårdsringen",3 vær. · Lejlighed · 81 m²
1681721657-2713,,8.926 kr.,"Viby J, Vestergårdsringen",3 vær. · Rækkehus · 81 m²
1681721657-2714,,4.600 kr.,"Aarhus C, Ringkøbingvej",1 vær. · Værelse · 25 m²
1681721657-2715,,7.500 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 51 m²
1681721657-2716,,7.300 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 51 m²
1681721657-2717,,7.500 kr.,"Aarhus C, Vester Allé",2 vær. · Lejlighed · 49 m²
1681721657-2718,,6.500 kr.,"Aarhus C, Vestergade",1 vær. · Lejlighed · 51 m²
1681721657-2719,,7.900 kr.,"Risskov, Skejbyvej",2 vær. · Lejlighed · 70 m²
1681721657-2720,,4.225 kr.,"Aarhus C, Jægergårdsgade",1 vær. · Værelse · 13 m²
1681721657-2721,,5.950 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681721657-2722,,5.500 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 28 m²
1681721657-2723,,5.100 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 28 m²
1681721657-2724,,2.800 kr.,"Aarhus C, Tøndergade",1 vær. · Værelse · 12 m²
1681721657-2725,,5.100 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 28 m²
1681721657-2726,,12.500 kr.,"Højbjerg, Stenvej",4 vær. · Rækkehus · 105 m²
1681721657-2727,,8.000 kr.,"Hjortshøj, Kastrup Skovvej",3 vær. · Lejlighed · 110 m²
1681721657-2728,,16.650 kr.,"Risskov, Ellen Jensens Gade",4 vær. · Lejlighed · 137 m²
1681721657-2729,,13.675 kr.,"Risskov, Erling Jacobsens Gade",3 vær. · Lejlighed · 107 m²
1681721657-2730,,9.700 kr.,"Aarhus C, Søren Frichs Vej",3 vær. · Lejlighed · 71 m²
1681721657-2731,,3.750 kr.,"Højbjerg, Holmetoften",1 vær. · Værelse · 20 m²
1681721657-2732,,8.900 kr.,"Aarhus C, Møllegade",2 vær. · Lejlighed · 64 m²
1681721657-2733,,9.400 kr.,"Aarhus C, Møllegade",2 vær. · Lejlighed · 73 m²
1681721657-2734,,8.535 kr.,"Aarhus C, Søndre Ringgade",2 vær. · Lejlighed · 63 m²
1681721657-2735,,8.900 kr.,"Aarhus C, Møllegade",2 vær. · Lejlighed · 64 m²
1681721657-2736,,7.795 kr.,"Tilst, Blomsterlunden",3 vær. · Lejlighed · 56 m²
1681721657-2737,,7.100 kr.,"Risskov, Doris Kæraas Gade",2 vær. · Lejlighed · 54 m²
1681721657-2738,,8.235 kr.,"Risskov, Dagmar Hansens Gade",3 vær. · Lejlighed · 62 m²
1681721657-2739,,7.300 kr.,"Risskov, Doris Kæraas Gade",2 vær. · Lejlighed · 54 m²
1681721657-2740,,8.130 kr.,"Risskov, Dagmar Hansens Gade",3 vær. · Lejlighed · 56 m²
1681721657-2741,,11.225 kr.,"Aarhus C, Ceresbyen",2 vær. · Lejlighed · 76 m²
1681721657-2742,,7.300 kr.,"Højbjerg, Rundhøj Allé",3 vær. · Lejlighed · 83 m²
1681721657-2743,,8.675 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 75 m²
1681721657-2744,,5.000 kr.,"Risskov, Espedalen",2 vær. · Lejlighed · 56 m²
1681721657-2745,,7.600 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 73 m²
1681721657-2746,,8.900 kr.,"Hinnerup, Teglværksvej",5 vær. · Lejlighed · 140 m²
1681721657-2747,,8.755 kr.,"Brabrand, Hovedgaden",3 vær. · Lejlighed · 94 m²
1681721657-2748,,7.887 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 64 m²
1681721657-2749,,7.250 kr.,"Aarhus N, Tulipanhaven",2 vær. · Lejlighed · 54 m²
1681721657-2750,,8.980 kr.,"Aarhus V, Vintervej",3 vær. · Lejlighed · 72 m²
1681721657-2751,,3.484 kr.,"Brabrand, Dortesvej",1 vær. · Lejlighed · 41 m²
1681721657-2752,,6.278 kr.,"Brabrand, Jettesvej",3 vær. · Lejlighed · 101 m²
1681721657-2753,,6.857 kr.,"Brabrand, Dortesvej",4 vær. · Lejlighed · 109 m²
1681721657-2754,,6.617 kr.,"Brabrand, Dortesvej",3 vær. · Lejlighed · 101 m²
1681721657-2755,,8.500 kr.,"Aarhus C, Vestergade",2 vær. · Lejlighed · 60 m²
1681721657-2756,,7.750 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 77 m²
1681721657-2757,,7.200 kr.,"Viby J, Grøfthøjparken",2 vær. · Lejlighed · 67 m²
1681721657-2758,,6.895 kr.,"Risskov, Tove Ditlevsens Gade",2 vær. · Lejlighed · 57 m²
1681721657-2759,,5.500 kr.,"Viby J, Terp Skovvej",2 vær. · Lejlighed · 51 m²
1681721657-2760,,11.100 kr.,"Risskov, Vikærsvej",3 vær. · Lejlighed · 100 m²
1681721657-2761,,7.200 kr.,"Aarhus C, Vester Allé",2 vær. · Lejlighed · 49 m²
1681721657-2762,,7.520 kr.,"Tilst, Stavnsvej",3 vær. · Lejlighed · 65 m²
1681721657-2763,,8.225 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 51 m²
1681721657-2764,,4.490 kr.,"Viby J, Grøfthøjparken",1 vær. · Lejlighed · 42 m²
1681721657-2765,,22.000 kr.,"Risskov, Skovmærkevej",4 vær. · Lejlighed · 172 m²
1681721657-2766,,11.900 kr.,"Risskov, Vikærsvej",4 vær. · Lejlighed · 115 m²
1681721657-2767,,3.500 kr.,"Aarhus N, Marienlystvej",1 vær. · Værelse · 12 m²
1681721657-2768,,2.900 kr.,"Aarhus C, Harald Jensens Plads",1 vær. · Værelse · 14 m²
1681721657-2769,,6.995 kr.,"Brabrand, Elna Munchs Gade",2 vær. · Lejlighed · 57 m²
1681721657-2770,,7.995 kr.,"Aarhus N, Olof Palmes Allé",2 vær. · Lejlighed · 63 m²
1681721657-2771,,6.700 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 36 m²
1681721657-2772,,3.995 kr.,"Aarhus N, Ladefogedvej",1 vær. · Lejlighed · 30 m²
1681721657-2773,,7.995 kr.,"Aarhus C, Gebauersgade",2 vær. · Lejlighed · 55 m²
1681721657-2774,,8.995 kr.,"Aarhus N, Tulipanlunden",3 vær. · Rækkehus · 68 m²
1681721657-2775,,7.195 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 48 m²
1681721657-2776,,9.500 kr.,"Aarhus C, Daugbjergvej",2 vær. · Lejlighed · 89 m²
1681721657-2777,,5.845 kr.,"Aarhus N, Tulipanlunden",2 vær. · Lejlighed · 35 m²
1681721657-2778,,7.000 kr.,"Aarhus N, Ivar Huitfeldts Gade",2 vær. · Lejlighed · 62 m²
1681721657-2779,,4.850 kr.,"Aarhus C, Ny Munkegade",1 vær. · Værelse · 12 m²
1681721657-2780,,9.495 kr.,"Tilst, Blomsterlunden",3 vær. · Lejlighed · 73 m²
1681721657-2781,,3.800 kr.,"Aarhus C, Skolegade",1 vær. · Værelse · 13 m²
1681721657-2782,,10.695 kr.,"Brabrand, Høiriisgårdsvej",4 vær. · Rækkehus · 99 m²
1681721657-2783,,7.995 kr.,"Brabrand, Engdalsvej",2 vær. · Lejlighed · 83 m²
1681721657-2784,,11.550 kr.,"Risskov, Doris Kæraas Gade",4 vær. · Lejlighed · 106 m²
1681721657-2785,,3.800 kr.,"Aarhus C, Kirkegårdsvej",1 vær. · Værelse · 9 m²
1681721657-2786,,9.196 kr.,"Brabrand, J.P. Larsens Vej",3 vær. · Lejlighed · 87 m²
1681721657-2787,,5.950 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681721657-2788,,15.950 kr.,"Aarhus C, Thit Jensens Gade",5 vær. · Lejlighed · 140 m²
1681721657-2789,,7.500 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 54 m²
1681721657-2790,,6.975 kr.,"Brabrand, Inger Christensens Gade",2 vær. · Lejlighed · 60 m²
1681721657-2791,,9.475 kr.,"Aarhus C, Ceresbyen",2 vær. · Lejlighed · 61 m²
1681721657-2792,,12.495 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 122 m²
1681721657-2793,,7.592 kr.,"Risskov, Tove Ditlevsens Gade",3 vær. · Lejlighed · 57 m²
1681721657-2794,,10.975 kr.,"Risskov, Kamma Klitgårds Gade",4 vær. · Lejlighed · 110 m²
1681721657-2795,,10.227 kr.,"Aarhus N, Jordbrovej",4 vær. · Lejlighed · 104 m²
1681721657-2796,,9.100 kr.,"Aarhus V, Hammershusvej",3 vær. · Lejlighed · 97 m²
1681721657-2797,,7.500 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 51 m²
1681721657-2798,,7.571 kr.,"Aarhus C, Dirch Passers Gade",1 vær. · Lejlighed · 42 m²
1681721657-2799,,6.800 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 36 m²
1681721657-2800,,6.700 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 36 m²
1681721657-2801,,4.900 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 29 m²
1681721657-2802,,3.800 kr.,"Aarhus C, Sjællandsgade",1 vær. · Værelse · 16 m²
1681721657-2803,,8.300 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 64 m²
1681721657-2804,,7.100 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 36 m²
1681721657-2805,,9.900 kr.,"Aarhus N, Trøjborgvej",3 vær. · Lejlighed · 66 m²
1681721657-2806,,5.950 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681721657-2807,,5.195 kr.,"Tilst, Pollenvænget",1 vær. · Lejlighed · 37 m²
1681721657-2808,,6.400 kr.,"Risskov, Vikærsvej",1 vær. · Lejlighed · 44 m²
1681721657-2809,,3.800 kr.,"Åbyhøj, Lokesvej",1 vær. · Værelse · 12 m²
1681721657-2810,,9.234 kr.,"Åbyhøj, Baldersgade",3 vær. · Lejlighed · 68 m²
1681721657-2811,,8.650 kr.,"Malling, Bredgade",3 vær. · Lejlighed · 100 m²
1681721657-2812,,2.400 kr.,"Aarhus N, Funch Thomsens Gade",1 vær. · Værelse · 20 m²
